custID,Gender,IsRetired,IsMarried,HasChildren,TotalMonthsInContract,HasPhone,ConnectionType,HasAntivirusSubscription,HasCloudBackUp,HasInsurance,HasHelpdeskPrivileges,HasTVPackage,HasMoviePackage,PayTerm,OnlineStatements,PreferredPaymentType,MonthlyBill,TotalFees,MonthlySpend,RetentionCheck,Retention
1455-ESIQH,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,84.99,No,No
0958-YHXGP,Female,0,No,No,7,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,72.08,Yes,Yes
1101-SSWAG,Female,0,Yes,No,15,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.1,711.15,48.94,Yes,Yes
2979-SXESE,Female,0,Yes,Yes,17,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,97.64,No,No
4013-TLDHQ,Male,0,No,No,19,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,79.57,No,No
5743-KHMNA,Male,0,No,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.55,1898.1,30.97,Yes,Yes
4194-FJARJ,Female,0,Yes,Yes,54,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),60.0,3273.95,57.56,Yes,Yes
5325-UWTWJ,Male,0,Yes,No,31,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,85.55,Yes,Yes
3969-GYXEL,Female,0,No,No,11,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.4,838.7,75.49,Yes,Yes
9208-OLGAQ,Female,1,No,No,18,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.95,1443.65,76.79,Yes,Yes
3244-CQPHU,Female,1,No,No,72,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,102.56,Yes,Yes
2674-MLXMN,Female,1,No,No,71,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,101.4,Yes,Yes
9708-HPXWZ,Male,1,No,No,5,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.4,£214.75,41.45,Yes,Yes
6992-TKNYO,Male,0,Yes,No,38,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),69.0,2669.45,64.49,Yes,Yes
4468-YDOVK,Male,0,No,Yes,5,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,49.04,Yes,Yes
3754-DXMRT,Male,1,No,No,2,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,45.95,No,No
5792-JALQC,Female,1,No,No,52,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,3103.25,63.04,Yes,Yes
7130-VTEWQ,Female,1,No,No,8,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,75.52,No,No
2200-DSAAL,Female,0,No,No,68,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.65,5330.2,81.28,Yes,Yes
4302-ZYFEL,Male,0,Yes,Yes,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1403.1,19.67,Yes,Yes
9351-LZYGF,Female,0,Yes,No,42,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,59.44,Yes,Yes
4366-CTOUZ,Female,0,No,No,50,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.2,5038.45,101.39,Yes,Yes
6121-VZNQB,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,17.37,No,No
7903-CMPEY,Male,1,Yes,No,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,86.38,No,No
1518-OMDIK,Male,0,Yes,No,33,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,38.07,Yes,Yes
6671-NGWON,Female,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,150.6,13.75,Yes,Yes
0595-ITUDF,Male,0,Yes,Yes,64,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.8,5960.5,87.12,Yes,Yes
6996-KNSML,Female,0,No,No,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,76.7,No,No
1955-IBMMB,Male,0,No,No,59,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.2,1192.3,18.5,No,Yes
0096-BXERS,Female,0,Yes,No,6,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,51.9,Yes,Yes
3806-YAZOV,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,56,11.64,Yes,Yes
7998-ZLXWN,Female,0,Yes,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,330.8,19.64,Yes,Yes
6253-WRFHY,Male,0,Yes,Yes,13,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,64.75,877.35,66.93,Yes,Yes
9133-AYJZG,Female,0,No,No,23,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.7,£2249.1,106.33,Yes,Yes
2675-OTVVJ,Male,1,Yes,No,31,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.45,2807.65,89.58,Yes,Yes
8680-CGLTP,Male,0,No,No,29,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,58.75,£1696.2,59.72,Yes,Yes
8430-TWCBX,Female,0,Yes,No,49,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,1032.05,18.73,No,Yes
5018-GWURO,Female,0,Yes,No,56,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,85.19,Yes,Yes
6741-QRLUP,Female,0,No,No,63,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),80.3,4995.35,80.13,Yes,Yes
4737-HOBAX,Male,0,Yes,No,63,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.8,5034.05,80.81,No,Yes
0537-QYZZN,Male,1,Yes,Yes,24,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.85,£1857.75,78.33,Yes,Yes
3340-QBBFM,Male,1,Yes,No,36,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),54.1,1992.85,48.76,Yes,Yes
1704-NRWYE,Female,1,No,No,9,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,84.38,No,No
2592-SEIFQ,Male,0,No,No,3,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,£66.95,26.4,No,No
8200-KLNYW,Female,0,Yes,No,21,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,80.9,1714.95,79.76,Yes,Yes
3372-CDXFJ,Male,0,Yes,Yes,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.5,343.6,24.32,Yes,Yes
4781-ZXYGU,Male,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.15,20.15,22.07,Yes,Yes
7632-YUTXB,Female,0,Yes,Yes,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,520.1,21.34,Yes,Yes
2718-YSKCS,Male,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1387.45,20.35,Yes,Yes
9896-UYMIE,Male,0,No,No,66,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),114.3,7383.7,120.3,Yes,Yes
0853-NWIFK,Female,0,No,No,45,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.3,4483.95,99.28,Yes,Yes
8212-CRQXP,Female,0,Yes,No,22,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,80.09,Yes,Yes
6980-CDGFC,Female,0,Yes,No,67,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.85,1327.4,20.28,Yes,Yes
7691-XVTZH,Female,0,Yes,No,68,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95,5974.3,86.92,Yes,Yes
2520-SGTTA,Female,0,Yes,Yes,0,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0, ,20.55,Yes,Yes
7481-ATQQS,Female,1,No,No,49,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,91.67,No,No
2277-VWCNI,Female,1,No,No,4,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.75,179.85,47.14,Yes,Yes
1088-CNNKB,Male,0,Yes,No,63,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),80.0,5040.2,79.12,Yes,Yes
8642-GVWRF,Female,0,Yes,No,2,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165,81.8,No,No
1930-BZLHI,Male,0,No,No,21,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,422.7,17.04,Yes,Yes
3400-ESFUW,Male,0,Yes,Yes,55,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,55.38,No,No
5868-YTYKS,Male,0,No,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,23.11,Yes,Yes
3525-DVKFN,Female,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,358.05,18.84,Yes,Yes
1482-OXZSY,Male,0,No,No,30,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,97.39,Yes,Yes
0377-JBKKT,Male,0,Yes,Yes,22,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,1271.8,54.84,Yes,Yes
5778-BVOFB,Female,0,No,No,9,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,58.52,Yes,Yes
3373-YZZYM,Male,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,12.23,Yes,Yes
2057-ZBLPD,Female,0,Yes,No,21,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,86.12,No,No
0228-MAUWC,Male,0,No,No,19,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.55,1144.6,65.75,Yes,Yes
5502-RLUYV,Female,0,Yes,Yes,69,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,107.85,No,No
0023-HGHWL,Male,1,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,25.42,No,No
7663-YJHSN,Female,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.95,7556.9,106.49,Yes,Yes
4915-BFSXL,Male,0,Yes,Yes,70,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),68.95,4858.7,70.01,Yes,Yes
3086-RUCRN,Female,0,No,No,66,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.1,6595,107.83,Yes,Yes
5215-LNLDJ,Female,0,Yes,Yes,7,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,149.05,26.56,No,Yes
7576-JMYWV,Female,1,Yes,Yes,46,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.2,4972.1,110.47,Yes,Yes
9039-RBEEE,Male,0,No,No,39,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,44.65,No,No
0257-KXZGU,Female,0,Yes,Yes,32,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,65.29,Yes,Yes
1307-ATKGB,Male,0,No,No,24,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.55,£2187.15,92.31,Yes,Yes
8417-FMLZI,Male,0,Yes,Yes,6,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,85.42,No,No
3714-XPXBW,Female,0,No,No,37,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.9,2976.95,74.78,Yes,Yes
1850-AKQEP,Male,0,No,Yes,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,178.7,21.32,Yes,Yes
2824-DXNKN,Female,0,Yes,Yes,72,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.45,5025.85,71.74,Yes,Yes
5227-JSCFE,Male,1,Yes,No,71,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),46.35,3353.4,42.86,Yes,Yes
0848-ZGQIJ,Female,0,Yes,No,16,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,91.43,Yes,Yes
3621-CHYVB,Female,0,Yes,No,57,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.9,2782.4,53.71,Yes,Yes
8042-RNLKO,Male,0,No,No,66,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,£1699.15,27.7,Yes,Yes
1792-UXAFY,Female,1,No,No,17,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,88.27,No,No
5372-FBKBN,Female,0,No,Yes,21,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,452.2,19.58,Yes,Yes
0420-TXVSG,Male,0,Yes,No,66,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,65.59,Yes,Yes
6217-TOWGS,Female,0,Yes,No,17,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,£1322.55,77.91,Yes,Yes
0515-YPMCW,Male,0,No,Yes,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,74.3,No,No
0378-XSZPU,Male,0,Yes,No,58,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,56.99,No,No
1045-LTCYT,Female,0,Yes,Yes,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.05,£139.75,21.2,Yes,Yes
1544-JJMYL,Male,0,No,No,27,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),69.35,1927.3,65.62,Yes,Yes
4636-JGAAI,Male,0,Yes,No,34,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,88.85,3000.25,87.62,Yes,Yes
6874-SGLHU,Male,0,No,No,30,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.0,3021.3,99.3,Yes,Yes
5951-AOFIH,Male,0,No,No,33,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,64.32,Yes,Yes
4729-XKASR,Male,0,No,Yes,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,24.44,No,No
3059-NGMXB,Male,0,Yes,Yes,14,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,69.2,944.65,74.35,Yes,Yes
8652-YHIYU,Female,0,No,Yes,16,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.5,1264.2,79.18,Yes,Yes
5278-PNYOX,Female,0,No,No,49,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.65,4917.75,98.06,Yes,Yes
5449-FIBXJ,Male,0,Yes,Yes,19,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,101.24,No,No
3486-HOOGQ,Female,0,Yes,Yes,70,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),79.7,5743.3,79.75,Yes,Yes
5061-PBXFW,Female,0,Yes,Yes,32,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.4,1864.65,62.77,Yes,Yes
8630-FJLIB,Female,0,No,No,18,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,1221.65,73.64,Yes,Yes
3891-NLXJB,Male,0,No,No,37,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,40.55,£1390.85,47.91,Yes,Yes
4749-OJKQU,Female,0,No,No,4,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.65,302.35,72.23,Yes,Yes
0577-WHMEV,Female,0,Yes,No,16,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.7,1374.9,91.06,Yes,Yes
5453-AXEPF,Male,0,Yes,No,17,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,1336.9,83.59,Yes,Yes
3639-XJHKQ,Female,0,No,Yes,19,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.6,£1297.8,64.06,Yes,Yes
3716-LRGXK,Male,0,Yes,No,60,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),101.15,6067.4,103.95,Yes,Yes
2263-SFSQZ,Male,0,Yes,Yes,51,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.95,1222.25,28.66,Yes,Yes
9950-MTGYX,Male,0,Yes,Yes,28,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.3,487.95,26.5,Yes,Yes
3397-AVTKU,Male,0,No,No,43,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,60.0,2548.55,63.26,Yes,Yes
4825-FUREZ,Male,0,Yes,No,42,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.25,835.5,21.23,Yes,Yes
9837-BMCLM,Male,0,No,No,3,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,77.16,No,No
2672-OJQZP,Female,0,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,44.75,45.05,Yes,Yes
0137-UDEUO,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,63.75,18.4,No,No
3134-DSHVC,Female,0,No,No,63,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),98.0,6218.45,95.53,No,Yes
6161-UUUTA,Male,1,No,No,3,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,£260.9,76.99,No,No
7821-DPRQE,Male,0,Yes,No,68,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.7,7320.9,109.11,Yes,Yes
6543-XRMYR,Female,1,No,No,30,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,101.39,No,No
2001-EWBQU,Female,0,No,No,60,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,104.7,6333.8,101.93,Yes,Yes
4925-LMHOK,Male,0,No,No,15,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,61.63,No,No
1608-GMEWB,Male,1,No,No,45,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.9,4200.25,98.8,Yes,Yes
6695-AMZUF,Female,0,Yes,No,70,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,5950.2,85.06,Yes,Yes
1455-UGQVH,Male,0,Yes,No,10,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,106.31,No,No
8410-BGQXN,Male,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,93.4,16.31,Yes,Yes
8280-MQRQN,Female,0,No,No,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,50.45,50.37,No,No
1619-YWUBB,Female,0,Yes,No,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1614.9,23.92,Yes,Yes
7611-YKYTC,Male,0,Yes,Yes,22,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0,1573.95,73.77,Yes,Yes
2037-SGXHH,Male,0,Yes,Yes,38,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,3624.3,99.77,No,No
3178-FESZO,Female,0,No,No,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,£100.25,101.01,No,No
0365-GXEZS,Male,0,Yes,No,18,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.2,1468.75,77.74,Yes,Yes
0082-OQIQY,Male,0,No,No,29,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,2607.6,94.06,Yes,Yes
6087-MVHJH,Female,0,No,No,16,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,92.21,No,No
4603-JANFB,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,71.42,No,No
3018-TFTSU,Male,0,No,No,12,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.7,858.6,87.75,No,No
3606-SBKRY,Male,0,No,No,31,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,50.05,1523.4,52.18,Yes,Yes
4806-KEXQR,Male,0,No,No,4,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,80.48,Yes,No
0667-NSRGI,Female,0,Yes,No,48,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,69.55,£3435.6,65.82,Yes,Yes
7083-YNSKY,Female,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,399.6,25.37,No,No
6893-ODYYE,Male,0,No,No,50,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.1,4549.45,90.23,Yes,Yes
8242-JSVBO,Male,0,No,No,7,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.65,322.5,42.32,Yes,Yes
2479-BRAMR,Male,1,Yes,No,41,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,88.7,No,No
9541-ZPSEA,Male,0,Yes,Yes,68,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),80.35,5375.15,72.73,Yes,Yes
2665-NPTGL,Female,1,Yes,No,26,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,99.07,Yes,Yes
1139-WUOAH,Male,0,No,No,57,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.35,3090.05,50.91,Yes,Yes
4693-VWVBO,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.55,61.05,17.72,Yes,Yes
